hour,date,hour_of_day,day_of_week,month,is_weekend,temperature_c,humidity,windspeed_kmh,conditions,registered_count,direct_count,total_count,holiday,is_holiday,is_workday
2011-12-04 17:00:00,2011-12-04,17,6,12,1,9.9,76.0,9.0,clear,207,38,245,,0,0
2011-12-04 18:00:00,2011-12-04,18,6,12,1,9.9,71.0,0.0,clear,161,10,171,,0,0
2011-12-04 19:00:00,2011-12-04,19,6,12,1,9.9,76.0,0.0,clear,158,15,173,,0,0
2011-12-04 20:00:00,2011-12-04,20,6,12,1,8.9,76.0,9.0,clear,116,8,124,,0,0
2011-12-04 21:00:00,2011-12-04,21,6,12,1,8.9,81.0,7.0,clear,65,7,72,,0,0
2011-12-04 22:00:00,2011-12-04,22,6,12,1,8.0,87.0,7.0,clear,59,5,64,,0,0
2011-12-04 23:00:00,2011-12-04,23,6,12,1,8.0,87.0,7.0,clear,42,3,45,,0,0
2011-12-05 00:00:00,2011-12-05,0,0,12,0,7.0,87.0,6.0,clear,21,3,24,,0,1
2011-12-05 01:00:00,2011-12-05,1,0,12,0,7.0,87.0,0.0,clear,10,2,12,,0,1
2011-12-05 02:00:00,2011-12-05,2,0,12,0,7.0,87.0,0.0,clear,8,0,8,,0,1
2011-12-05 03:00:00,2011-12-05,3,0,12,0,7.0,87.0,0.0,clear,2,0,2,,0,1
2011-12-05 04:00:00,2011-12-05,4,0,12,0,6.1,87.0,7.0,clear,7,0,7,,0,1
2011-12-05 05:00:00,2011-12-05,5,0,12,0,6.1,87.0,7.0,clear,24,1,25,,0,1
2011-12-05 06:00:00,2011-12-05,6,0,12,0,6.1,93.0,6.0,clear,89,1,90,,0,1
2011-12-05 07:00:00,2011-12-05,7,0,12,0,7.0,90.0,0.0,clear,274,9,283,,0,1
2011-12-05 08:00:00,2011-12-05,8,0,12,0,7.0,93.0,0.0,clear,392,12,404,,0,1
2011-12-05 09:00:00,2011-12-05,9,0,12,0,8.9,87.0,6.0,clouds,178,12,190,,0,1
2011-12-05 10:00:00,2011-12-05,10,0,12,0,8.9,87.0,6.0,clouds,78,9,87,,0,1
2011-12-05 11:00:00,2011-12-05,11,0,12,0,8.9,87.0,6.0,clouds,106,17,123,,0,1
2011-12-05 12:00:00,2011-12-05,12,0,12,0,10.8,76.0,7.0,clouds,125,29,154,,0,1
2011-12-05 13:00:00,2011-12-05,13,0,12,0,11.7,71.0,6.0,clouds,153,18,171,,0,1
2011-12-05 14:00:00,2011-12-05,14,0,12,0,13.6,67.0,0.0,clouds,126,7,133,,0,1
2011-12-05 15:00:00,2011-12-05,15,0,12,0,13.6,72.0,6.0,clouds,132,16,148,,0,1
2011-12-05 16:00:00,2011-12-05,16,0,12,0,15.5,63.0,6.0,clear,238,10,248,,0,1
2011-12-05 17:00:00,2011-12-05,17,0,12,0,11.7,77.0,0.0,clear,430,16,446,,0,1
2011-12-05 18:00:00,2011-12-05,18,0,12,0,12.7,77.0,0.0,clear,386,13,399,,0,1
2011-12-05 19:00:00,2011-12-05,19,0,12,0,13.6,77.0,0.0,clouds,295,13,308,,0,1
2011-12-05 20:00:00,2011-12-05,20,0,12,0,13.6,82.0,7.0,clouds,190,15,205,,0,1
2011-12-05 21:00:00,2011-12-05,21,0,12,0,12.7,88.0,6.0,clouds,166,10,176,,0,1
2011-12-05 22:00:00,2011-12-05,22,0,12,0,12.7,88.0,9.0,clouds,94,12,106,,0,1
2011-12-05 23:00:00,2011-12-05,23,0,12,0,13.6,88.0,9.0,clouds,54,8,62,,0,1
2011-12-06 00:00:00,2011-12-06,0,1,12,0,15.5,77.0,20.0,clouds,25,3,28,,0,1
2011-12-06 01:00:00,2011-12-06,1,1,12,0,13.6,88.0,20.0,clouds,14,2,16,,0,1
2011-12-06 02:00:00,2011-12-06,2,1,12,0,13.6,87.0,13.0,clouds,3,0,3,,0,1
2011-12-06 03:00:00,2011-12-06,3,1,12,0,13.6,87.0,13.0,clouds,3,0,3,,0,1
2011-12-06 04:00:00,2011-12-06,4,1,12,0,13.6,88.0,15.0,light_rain,7,0,7,,0,1
2011-12-06 05:00:00,2011-12-06,5,1,12,0,13.6,88.0,15.0,light_rain,20,0,20,,0,1
2011-12-06 06:00:00,2011-12-06,6,1,12,0,12.7,94.0,19.0,clouds,81,5,86,,0,1
2011-12-06 07:00:00,2011-12-06,7,1,12,0,13.6,94.0,13.0,clouds,227,7,234,,0,1
2011-12-06 08:00:00,2011-12-06,8,1,12,0,13.6,94.0,13.0,clouds,401,13,414,,0,1
2011-12-06 09:00:00,2011-12-06,9,1,12,0,13.6,94.0,15.0,clouds,200,4,204,,0,1
2011-12-06 10:00:00,2011-12-06,10,1,12,0,13.6,94.0,19.0,light_rain,44,6,50,,0,1
2011-12-06 11:00:00,2011-12-06,11,1,12,0,13.6,94.0,17.0,light_rain,28,4,32,,0,1
2011-12-06 12:00:00,2011-12-06,12,1,12,0,13.6,100.0,15.0,light_rain,50,5,55,,0,1
2011-12-06 13:00:00,2011-12-06,13,1,12,0,13.6,100.0,13.0,light_rain,65,6,71,,0,1
2011-12-06 14:00:00,2011-12-06,14,1,12,0,14.6,100.0,15.0,light_rain,69,6,75,,0,1
2011-12-06 15:00:00,2011-12-06,15,1,12,0,15.5,100.0,13.0,light_rain,43,2,45,,0,1
2011-12-06 16:00:00,2011-12-06,16,1,12,0,13.6,100.0,17.0,light_rain,84,4,88,,0,1
2011-12-06 17:00:00,2011-12-06,17,1,12,0,13.6,100.0,15.0,clouds,249,13,262,,0,1
2011-12-06 18:00:00,2011-12-06,18,1,12,0,13.6,100.0,19.0,clouds,287,17,304,,0,1
2011-12-06 19:00:00,2011-12-06,19,1,12,0,13.6,100.0,20.0,light_rain,223,10,233,,0,1
2011-12-06 20:00:00,2011-12-06,20,1,12,0,13.6,100.0,20.0,light_rain,107,3,110,,0,1
2011-12-06 21:00:00,2011-12-06,21,1,12,0,12.7,100.0,13.0,clouds,108,6,114,,0,1
2011-12-06 22:00:00,2011-12-06,22,1,12,0,13.6,100.0,11.0,light_rain,82,5,87,,0,1
2011-12-06 23:00:00,2011-12-06,23,1,12,0,13.6,100.0,11.0,light_rain,48,5,53,,0,1
2011-12-07 00:00:00,2011-12-07,0,2,12,0,12.7,100.0,13.0,clear,30,3,33,,0,1
2011-12-07 01:00:00,2011-12-07,1,2,12,0,13.6,100.0,17.0,clouds,9,4,13,,0,1
2011-12-07 02:00:00,2011-12-07,2,2,12,0,13.6,100.0,15.0,light_rain,4,2,6,,0,1
2011-12-07 03:00:00,2011-12-07,3,2,12,0,13.6,100.0,15.0,light_rain,3,0,3,,0,1
2011-12-07 04:00:00,2011-12-07,4,2,12,0,13.6,100.0,11.0,light_rain,1,0,1,,0,1
2011-12-07 05:00:00,2011-12-07,5,2,12,0,13.6,100.0,11.0,light_rain,3,0,3,,0,1
2011-12-07 06:00:00,2011-12-07,6,2,12,0,14.6,100.0,28.0,light_rain,18,0,18,,0,1
2011-12-07 07:00:00,2011-12-07,7,2,12,0,12.7,100.0,7.0,light_rain,43,3,46,,0,1
2011-12-07 08:00:00,2011-12-07,8,2,12,0,12.7,100.0,0.0,light_rain,80,6,86,,0,1
2011-12-07 09:00:00,2011-12-07,9,2,12,0,12.7,100.0,17.0,light_rain,64,0,64,,0,1
2011-12-07 10:00:00,2011-12-07,10,2,12,0,12.7,100.0,6.0,light_rain,32,1,33,,0,1
2011-12-07 11:00:00,2011-12-07,11,2,12,0,12.7,100.0,6.0,light_rain,47,3,50,,0,1
2011-12-07 12:00:00,2011-12-07,12,2,12,0,12.7,100.0,9.0,light_rain,29,4,33,,0,1
2011-12-07 13:00:00,2011-12-07,13,2,12,0,12.7,100.0,13.0,light_rain,28,5,33,,0,1
2011-12-07 14:00:00,2011-12-07,14,2,12,0,12.7,100.0,13.0,light_rain,24,1,25,,0,1
2011-12-07 15:00:00,2011-12-07,15,2,12,0,11.7,94.0,15.0,light_rain,25,5,30,,0,1
2011-12-07 16:00:00,2011-12-07,16,2,12,0,11.7,94.0,13.0,light_rain,28,3,31,,0,1
2011-12-07 17:00:00,2011-12-07,17,2,12,0,10.8,100.0,22.0,light_rain,48,4,52,,0,1
2011-12-07 18:00:00,2011-12-07,18,2,12,0,10.8,94.0,20.0,light_rain,48,3,51,,0,1
2011-12-07 19:00:00,2011-12-07,19,2,12,0,8.0,87.0,43.0,light_rain,31,2,33,,0,1
2011-12-07 20:00:00,2011-12-07,20,2,12,0,8.0,87.0,43.0,light_rain,25,1,26,,0,1
2011-12-07 21:00:00,2011-12-07,21,2,12,0,6.1,87.0,35.0,light_rain,6,0,6,,0,1
2011-12-07 22:00:00,2011-12-07,22,2,12,0,3.3,93.0,30.0,light_rain,13,0,13,,0,1
2011-12-07 23:00:00,2011-12-07,23,2,12,0,3.3,93.0,26.0,clear,16,0,16,,0,1
2011-12-08 00:00:00,2011-12-08,0,3,12,0,4.2,87.0,20.0,clouds,21,0,21,,0,1
2011-12-08 01:00:00,2011-12-08,1,3,12,0,4.2,81.0,24.0,clear,6,1,7,,0,1
2011-12-08 02:00:00,2011-12-08,2,3,12,0,5.2,65.0,15.0,clear,4,0,4,,0,1
2011-12-08 03:00:00,2011-12-08,3,3,12,0,4.2,60.0,20.0,clear,1,0,1,,0,1
2011-12-08 04:00:00,2011-12-08,4,3,12,0,3.3,60.0,31.0,clouds,2,0,2,,0,1
2011-12-08 05:00:00,2011-12-08,5,3,12,0,2.3,64.0,15.0,clear,12,0,12,,0,1
2011-12-08 06:00:00,2011-12-08,6,3,12,0,2.3,55.0,19.0,clear,71,0,71,,0,1
2011-12-08 07:00:00,2011-12-08,7,3,12,0,2.3,60.0,15.0,clear,233,11,244,,0,1
2011-12-08 08:00:00,2011-12-08,8,3,12,0,2.3,55.0,19.0,clear,418,11,429,,0,1
2011-12-08 09:00:00,2011-12-08,9,3,12,0,3.3,52.0,26.0,clear,218,7,225,,0,1
2011-12-08 10:00:00,2011-12-08,10,3,12,0,4.2,52.0,22.0,clear,109,1,110,,0,1
2011-12-08 11:00:00,2011-12-08,11,3,12,0,5.2,52.0,17.0,clear,100,6,106,,0,1
2011-12-08 12:00:00,2011-12-08,12,3,12,0,5.2,52.0,22.0,clear,148,8,156,,0,1
2011-12-08 13:00:00,2011-12-08,13,3,12,0,6.1,49.0,24.0,clear,115,9,124,,0,1
2011-12-08 14:00:00,2011-12-08,14,3,12,0,7.0,45.0,17.0,clear,121,16,137,,0,1
2011-12-08 15:00:00,2011-12-08,15,3,12,0,7.0,45.0,9.0,clear,98,19,117,,0,1
2011-12-08 16:00:00,2011-12-08,16,3,12,0,7.0,45.0,13.0,clear,201,7,208,,0,1
2011-12-08 17:00:00,2011-12-08,17,3,12,0,6.1,49.0,7.0,clear,321,10,331,,0,1
2011-12-08 18:00:00,2011-12-08,18,3,12,0,5.2,52.0,15.0,clear,306,12,318,,0,1
2011-12-08 19:00:00,2011-12-08,19,3,12,0,4.2,56.0,7.0,clear,220,12,232,,0,1
2011-12-08 20:00:00,2011-12-08,20,3,12,0,4.2,60.0,7.0,clear,170,5,175,,0,1
2011-12-08 21:00:00,2011-12-08,21,3,12,0,5.2,61.0,6.0,clear,135,4,139,,0,1
2011-12-08 22:00:00,2011-12-08,22,3,12,0,4.2,65.0,9.0,clear,84,8,92,,0,1
2011-12-08 23:00:00,2011-12-08,23,3,12,0,3.3,70.0,7.0,clear,58,3,61,,0,1
2011-12-09 00:00:00,2011-12-09,0,4,12,0,3.3,65.0,0.0,clear,26,8,34,,0,1
2011-12-09 01:00:00,2011-12-09,1,4,12,0,3.3,65.0,0.0,clear,12,2,14,,0,1
2011-12-09 02:00:00,2011-12-09,2,4,12,0,3.3,70.0,0.0,clear,10,2,12,,0,1
2011-12-09 03:00:00,2011-12-09,3,4,12,0,2.3,80.0,0.0,clear,5,1,6,,0,1
2011-12-09 04:00:00,2011-12-09,4,4,12,0,2.3,80.0,0.0,clear,1,1,2,,0,1
2011-12-09 05:00:00,2011-12-09,5,4,12,0,2.3,80.0,0.0,clear,20,0,20,,0,1
2011-12-09 06:00:00,2011-12-09,6,4,12,0,2.3,80.0,6.0,clear,62,1,63,,0,1
2011-12-09 07:00:00,2011-12-09,7,4,12,0,2.3,75.0,6.0,clear,195,4,199,,0,1
2011-12-09 08:00:00,2011-12-09,8,4,12,0,3.3,81.0,0.0,clear,378,7,385,,0,1
2011-12-09 09:00:00,2011-12-09,9,4,12,0,4.2,81.0,6.0,clear,256,8,264,,0,1
2011-12-09 10:00:00,2011-12-09,10,4,12,0,6.1,70.0,11.0,clouds,115,11,126,,0,1
2011-12-09 11:00:00,2011-12-09,11,4,12,0,7.0,70.0,17.0,clear,121,15,136,,0,1
2011-12-09 12:00:00,2011-12-09,12,4,12,0,8.9,57.0,20.0,clear,146,27,173,,0,1
2011-12-09 13:00:00,2011-12-09,13,4,12,0,9.9,50.0,13.0,clear,141,27,168,,0,1
2011-12-09 14:00:00,2011-12-09,14,4,12,0,9.9,46.0,19.0,clear,163,24,187,,0,1
2011-12-09 15:00:00,2011-12-09,15,4,12,0,9.9,46.0,19.0,clear,160,29,189,,0,1
2011-12-09 16:00:00,2011-12-09,16,4,12,0,8.9,62.0,9.0,clear,226,24,250,,0,1
2011-12-09 17:00:00,2011-12-09,17,4,12,0,8.0,66.0,7.0,clear,352,10,362,,0,1
2011-12-09 18:00:00,2011-12-09,18,4,12,0,8.0,61.0,0.0,clear,308,10,318,,0,1
2011-12-09 19:00:00,2011-12-09,19,4,12,0,8.0,61.0,0.0,clear,189,10,199,,0,1
2011-12-09 20:00:00,2011-12-09,20,4,12,0,6.1,81.0,0.0,clear,140,10,150,,0,1
2011-12-09 21:00:00,2011-12-09,21,4,12,0,6.1,75.0,0.0,clear,131,9,140,,0,1
2011-12-09 22:00:00,2011-12-09,22,4,12,0,5.2,87.0,0.0,clear,114,15,129,,0,1
2011-12-09 23:00:00,2011-12-09,23,4,12,0,5.2,81.0,0.0,clear,88,6,94,,0,1
2011-12-10 00:00:00,2011-12-10,0,5,12,1,4.2,81.0,7.0,clouds,66,11,77,,0,0
2011-12-10 01:00:00,2011-12-10,1,5,12,1,4.2,70.0,11.0,clouds,55,11,66,,0,0
2011-12-10 02:00:00,2011-12-10,2,5,12,1,5.2,61.0,6.0,clouds,48,12,60,,0,0
2011-12-10 03:00:00,2011-12-10,3,5,12,1,5.2,61.0,6.0,clouds,20,5,25,,0,0
2011-12-10 04:00:00,2011-12-10,4,5,12,1,4.2,65.0,7.0,clouds,3,0,3,,0,0
2011-12-10 05:00:00,2011-12-10,5,5,12,1,4.2,60.0,11.0,clear,6,0,6,,0,0
2011-12-10 06:00:00,2011-12-10,6,5,12,1,3.3,65.0,7.0,clear,10,1,11,,0,0
2011-12-10 07:00:00,2011-12-10,7,5,12,1,3.3,65.0,13.0,clear,11,0,11,,0,0
2011-12-10 08:00:00,2011-12-10,8,5,12,1,4.2,65.0,9.0,clear,68,5,73,,0,0
2011-12-10 09:00:00,2011-12-10,9,5,12,1,5.2,61.0,19.0,clear,134,15,149,,0,0
2011-12-10 10:00:00,2011-12-10,10,5,12,1,7.0,57.0,17.0,clear,161,31,192,,0,0
2011-12-10 11:00:00,2011-12-10,11,5,12,1,7.0,53.0,28.0,clear,192,44,236,,0,0
2011-12-10 12:00:00,2011-12-10,12,5,12,1,7.0,45.0,28.0,clear,235,48,283,,0,0
2011-12-10 13:00:00,2011-12-10,13,5,12,1,8.0,34.0,28.0,clear,239,47,286,,0,0
2011-12-10 14:00:00,2011-12-10,14,5,12,1,8.0,31.0,22.0,clear,242,51,293,,0,0
2011-12-10 15:00:00,2011-12-10,15,5,12,1,8.0,34.0,24.0,clear,239,60,299,,0,0
2011-12-10 16:00:00,2011-12-10,16,5,12,1,7.0,31.0,26.0,clear,183,58,241,,0,0
2011-12-10 17:00:00,2011-12-10,17,5,12,1,5.2,36.0,22.0,clear,151,34,185,,0,0
2011-12-10 18:00:00,2011-12-10,18,5,12,1,4.2,38.0,15.0,clear,144,28,172,,0,0
2011-12-10 19:00:00,2011-12-10,19,5,12,1,4.2,38.0,19.0,clear,139,15,154,,0,0
2011-12-10 20:00:00,2011-12-10,20,5,12,1,3.3,35.0,15.0,clear,114,10,124,,0,0
2011-12-10 21:00:00,2011-12-10,21,5,12,1,2.3,44.0,15.0,clear,79,4,83,,0,0
2011-12-10 22:00:00,2011-12-10,22,5,12,1,2.3,41.0,9.0,clear,88,7,95,,0,0
2011-12-10 23:00:00,2011-12-10,23,5,12,1,1.4,47.0,11.0,clear,61,5,66,,0,0
2011-12-11 00:00:00,2011-12-11,0,6,12,1,1.4,51.0,15.0,clear,69,5,74,,0,0
2011-12-11 01:00:00,2011-12-11,1,6,12,1,-0.5,59.0,15.0,clear,54,8,62,,0,0
2011-12-11 02:00:00,2011-12-11,2,6,12,1,0.5,55.0,17.0,clear,47,5,52,,0,0
2011-12-11 03:00:00,2011-12-11,3,6,12,1,-0.5,59.0,9.0,clear,17,2,19,,0,0
2011-12-11 04:00:00,2011-12-11,4,6,12,1,-0.5,59.0,11.0,clear,5,0,5,,0,0
2011-12-11 05:00:00,2011-12-11,5,6,12,1,0.5,59.0,7.0,clear,6,0,6,,0,0
2011-12-11 06:00:00,2011-12-11,6,6,12,1,-0.5,59.0,0.0,clear,10,0,10,,0,0
2011-12-11 07:00:00,2011-12-11,7,6,12,1,0.5,55.0,0.0,clear,30,1,31,,0,0
2011-12-11 08:00:00,2011-12-11,8,6,12,1,-0.5,69.0,0.0,clear,68,4,72,,0,0
2011-12-11 09:00:00,2011-12-11,9,6,12,1,1.4,59.0,0.0,clear,88,19,107,,0,0
2011-12-11 10:00:00,2011-12-11,10,6,12,1,3.3,44.0,0.0,clear,164,30,194,,0,0
2011-12-11 11:00:00,2011-12-11,11,6,12,1,4.2,35.0,0.0,clear,166,31,197,,0,0
2011-12-11 12:00:00,2011-12-11,12,6,12,1,4.2,35.0,0.0,clear,246,42,288,,0,0
2011-12-11 13:00:00,2011-12-11,13,6,12,1,6.1,31.0,0.0,clear,224,44,268,,0,0
2011-12-11 14:00:00,2011-12-11,14,6,12,1,6.1,28.0,0.0,clear,198,44,242,,0,0
2011-12-11 15:00:00,2011-12-11,15,6,12,1,6.1,26.0,0.0,clear,219,47,266,,0,0
2011-12-11 16:00:00,2011-12-11,16,6,12,1,6.1,26.0,0.0,clear,174,32,206,,0,0
2011-12-11 17:00:00,2011-12-11,17,6,12,1,5.2,30.0,0.0,clear,150,13,163,,0,0
2011-12-11 18:00:00,2011-12-11,18,6,12,1,3.3,48.0,13.0,clear,151,12,163,,0,0
2011-12-11 19:00:00,2011-12-11,19,6,12,1,2.3,55.0,13.0,clear,98,7,105,,0,0
2011-12-11 20:00:00,2011-12-11,20,6,12,1,2.3,55.0,7.0,clear,62,10,72,,0,0
2011-12-11 21:00:00,2011-12-11,21,6,12,1,2.3,55.0,0.0,clear,53,10,63,,0,0
2011-12-11 22:00:00,2011-12-11,22,6,12,1,2.3,55.0,0.0,clear,36,7,43,,0,0
2011-12-11 23:00:00,2011-12-11,23,6,12,1,1.4,69.0,0.0,clear,31,4,35,,0,0
2011-12-12 00:00:00,2011-12-12,0,0,12,0,1.4,69.0,6.0,clear,16,4,20,,0,1
2011-12-12 01:00:00,2011-12-12,1,0,12,0,1.4,69.0,0.0,clear,9,0,9,,0,1
2011-12-12 02:00:00,2011-12-12,2,0,12,0,1.4,69.0,0.0,clear,4,0,4,,0,1
2011-12-12 03:00:00,2011-12-12,3,0,12,0,0.5,74.0,0.0,clear,2,0,2,,0,1
2011-12-12 04:00:00,2011-12-12,4,0,12,0,0.5,74.0,0.0,clear,3,0,3,,0,1
2011-12-12 05:00:00,2011-12-12,5,0,12,0,-0.5,80.0,0.0,clear,21,0,21,,0,1
2011-12-12 06:00:00,2011-12-12,6,0,12,0,-0.5,80.0,7.0,clear,63,1,64,,0,1
2011-12-12 07:00:00,2011-12-12,7,0,12,0,-1.4,86.0,9.0,clear,231,4,235,,0,1
2011-12-12 08:00:00,2011-12-12,8,0,12,0,-0.5,80.0,7.0,clouds,378,7,385,,0,1
2011-12-12 09:00:00,2011-12-12,9,0,12,0,0.5,74.0,6.0,clouds,208,12,220,,0,1
2011-12-12 10:00:00,2011-12-12,10,0,12,0,2.3,69.0,7.0,clouds,91,14,105,,0,1
2011-12-12 11:00:00,2011-12-12,11,0,12,0,4.2,60.0,6.0,clouds,100,15,115,,0,1
2011-12-12 12:00:00,2011-12-12,12,0,12,0,5.2,52.0,7.0,clear,138,7,145,,0,1
2011-12-12 13:00:00,2011-12-12,13,0,12,0,6.1,52.0,7.0,clouds,153,13,166,,0,1
2011-12-12 14:00:00,2011-12-12,14,0,12,0,7.0,53.0,9.0,clouds,95,16,111,,0,1
2011-12-12 15:00:00,2011-12-12,15,0,12,0,7.0,57.0,7.0,clouds,124,8,132,,0,1
2011-12-12 16:00:00,2011-12-12,16,0,12,0,7.0,57.0,6.0,clouds,209,5,214,,0,1
2011-12-12 17:00:00,2011-12-12,17,0,12,0,6.1,56.0,0.0,clouds,352,7,359,,0,1
2011-12-12 18:00:00,2011-12-12,18,0,12,0,6.1,56.0,6.0,clear,349,8,357,,0,1
2011-12-12 19:00:00,2011-12-12,19,0,12,0,5.2,61.0,6.0,clear,232,9,241,,0,1
2011-12-12 20:00:00,2011-12-12,20,0,12,0,6.1,56.0,6.0,clear,157,8,165,,0,1
2011-12-12 21:00:00,2011-12-12,21,0,12,0,4.2,81.0,0.0,clear,119,2,121,,0,1
2011-12-12 22:00:00,2011-12-12,22,0,12,0,4.2,70.0,0.0,clear,71,0,71,,0,1
2011-12-12 23:00:00,2011-12-12,23,0,12,0,3.3,75.0,0.0,clear,42,3,45,,0,1
2011-12-13 00:00:00,2011-12-13,0,1,12,0,2.3,80.0,0.0,clear,16,1,17,,0,1
2011-12-13 01:00:00,2011-12-13,1,1,12,0,1.4,80.0,0.0,clear,4,0,4,,0,1
2011-12-13 02:00:00,2011-12-13,2,1,12,0,1.4,80.0,0.0,clear,1,1,2,,0,1
2011-12-13 03:00:00,2011-12-13,3,1,12,0,0.5,80.0,0.0,clear,3,0,3,,0,1
2011-12-13 04:00:00,2011-12-13,4,1,12,0,1.4,80.0,0.0,clear,4,0,4,,0,1
2011-12-13 05:00:00,2011-12-13,5,1,12,0,0.5,86.0,0.0,clear,20,0,20,,0,1
2011-12-13 06:00:00,2011-12-13,6,1,12,0,1.4,80.0,0.0,clear,92,0,92,,0,1
2011-12-13 07:00:00,2011-12-13,7,1,12,0,-0.5,80.0,11.0,clear,221,2,223,,0,1
2011-12-13 08:00:00,2011-12-13,8,1,12,0,1.4,69.0,7.0,clear,391,9,400,,0,1
2011-12-13 09:00:00,2011-12-13,9,1,12,0,4.2,60.0,11.0,clear,223,10,233,,0,1
2011-12-13 10:00:00,2011-12-13,10,1,12,0,6.1,52.0,11.0,clear,99,3,102,,0,1
2011-12-13 11:00:00,2011-12-13,11,1,12,0,8.0,46.0,17.0,clear,115,9,124,,0,1
2011-12-13 12:00:00,2011-12-13,12,1,12,0,8.9,43.0,24.0,clear,147,20,167,,0,1
2011-12-13 13:00:00,2011-12-13,13,1,12,0,10.8,37.0,22.0,clear,120,7,127,,0,1
2011-12-13 14:00:00,2011-12-13,14,1,12,0,10.8,37.0,17.0,clear,116,18,134,,0,1
2011-12-13 15:00:00,2011-12-13,15,1,12,0,10.8,35.0,17.0,clear,144,7,151,,0,1
2011-12-13 16:00:00,2011-12-13,16,1,12,0,9.9,37.0,17.0,clear,194,13,207,,0,1
2011-12-13 17:00:00,2011-12-13,17,1,12,0,8.9,40.0,13.0,clear,381,17,398,,0,1
2011-12-13 18:00:00,2011-12-13,18,1,12,0,8.0,42.0,15.0,clear,370,12,382,,0,1
2011-12-13 19:00:00,2011-12-13,19,1,12,0,7.0,49.0,11.0,clear,262,5,267,,0,1
2011-12-13 20:00:00,2011-12-13,20,1,12,0,7.0,49.0,11.0,clear,154,7,161,,0,1
2011-12-13 21:00:00,2011-12-13,21,1,12,0,6.1,52.0,11.0,clear,134,5,139,,0,1
2011-12-13 22:00:00,2011-12-13,22,1,12,0,6.1,52.0,11.0,clear,102,5,107,,0,1
2011-12-13 23:00:00,2011-12-13,23,1,12,0,4.2,70.0,0.0,clear,55,4,59,,0,1
2011-12-14 00:00:00,2011-12-14,0,2,12,0,4.2,75.0,0.0,clear,22,0,22,,0,1
2011-12-14 01:00:00,2011-12-14,1,2,12,0,4.2,75.0,0.0,clear,8,0,8,,0,1
2011-12-14 02:00:00,2011-12-14,2,2,12,0,4.2,75.0,0.0,clear,2,0,2,,0,1
2011-12-14 03:00:00,2011-12-14,3,2,12,0,5.2,65.0,0.0,clear,3,0,3,,0,1
2011-12-14 04:00:00,2011-12-14,4,2,12,0,4.2,75.0,0.0,clear,4,0,4,,0,1
2011-12-14 05:00:00,2011-12-14,5,2,12,0,4.2,81.0,0.0,clouds,26,0,26,,0,1
2011-12-14 06:00:00,2011-12-14,6,2,12,0,4.2,87.0,0.0,clouds,87,0,87,,0,1
2011-12-14 07:00:00,2011-12-14,7,2,12,0,5.2,75.0,0.0,clear,243,4,247,,0,1
2011-12-14 08:00:00,2011-12-14,8,2,12,0,4.2,87.0,0.0,clouds,458,9,467,,0,1
2011-12-14 09:00:00,2011-12-14,9,2,12,0,6.1,61.0,0.0,clouds,230,9,239,,0,1
2011-12-14 10:00:00,2011-12-14,10,2,12,0,7.0,57.0,0.0,clouds,133,9,142,,0,1
2011-12-14 11:00:00,2011-12-14,11,2,12,0,8.0,55.0,0.0,clouds,103,12,115,,0,1
2011-12-14 12:00:00,2011-12-14,12,2,12,0,8.9,57.0,6.0,clouds,138,6,144,,0,1
2011-12-14 13:00:00,2011-12-14,13,2,12,0,8.9,57.0,7.0,clouds,119,14,133,,0,1
2011-12-14 14:00:00,2011-12-14,14,2,12,0,9.9,54.0,6.0,clouds,134,17,151,,0,1
2011-12-14 15:00:00,2011-12-14,15,2,12,0,9.9,54.0,7.0,clouds,143,24,167,,0,1
2011-12-14 16:00:00,2011-12-14,16,2,12,0,9.9,54.0,7.0,clouds,233,12,245,,0,1
2011-12-14 17:00:00,2011-12-14,17,2,12,0,8.9,57.0,7.0,clouds,377,19,396,,0,1
2011-12-14 18:00:00,2011-12-14,18,2,12,0,8.9,62.0,11.0,clouds,379,11,390,,0,1
2011-12-14 19:00:00,2011-12-14,19,2,12,0,8.9,62.0,7.0,clouds,259,9,268,,0,1
2011-12-14 20:00:00,2011-12-14,20,2,12,0,8.0,66.0,7.0,clouds,169,6,175,,0,1
2011-12-14 21:00:00,2011-12-14,21,2,12,0,8.0,66.0,11.0,clouds,145,9,154,,0,1
2011-12-14 22:00:00,2011-12-14,22,2,12,0,8.0,66.0,11.0,clear,99,5,104,,0,1
2011-12-14 23:00:00,2011-12-14,23,2,12,0,7.0,70.0,11.0,clear,48,3,51,,0,1
2011-12-15 00:00:00,2011-12-15,0,3,12,0,7.0,70.0,11.0,clear,45,5,50,,0,1
2011-12-15 01:00:00,2011-12-15,1,3,12,0,7.0,70.0,11.0,clouds,15,5,20,,0,1
2011-12-15 02:00:00,2011-12-15,2,3,12,0,7.0,70.0,9.0,clouds,5,2,7,,0,1
2011-12-15 03:00:00,2011-12-15,3,3,12,0,7.0,70.0,9.0,clouds,2,1,3,,0,1
2011-12-15 04:00:00,2011-12-15,4,3,12,0,7.0,70.0,15.0,clouds,6,0,6,,0,1
2011-12-15 05:00:00,2011-12-15,5,3,12,0,7.0,70.0,19.0,clouds,24,0,24,,0,1
2011-12-15 06:00:00,2011-12-15,6,3,12,0,7.0,66.0,13.0,clear,90,2,92,,0,1
2011-12-15 07:00:00,2011-12-15,7,3,12,0,7.0,70.0,13.0,clear,252,6,258,,0,1
